month,entry_datetime,symbol,direction,entry_price,result,net_pips,duration,duration_minutes,score,aggression_mode,reason_codes,decision_id,split,realized_R,gross_r,gross_pips
2022-04,2022-04-28 08:45:00+0000,EURUSD,SELL,1.04916,LOSS,-13.14573,5m,5.0,0.448721,premium,[score_premium],EURUSD-2022-04-28T08:45:00Z-002688,train,-1.314573,-1.0,-10.0
2022-04,2022-04-28 08:50:00+0000,EURUSD,SELL,1.05176,LOSS,-12.89191,1h 00m,60.0,0.419216,premium,[score_premium],EURUSD-2022-04-28T08:50:00Z-002689,train,-1.289191,-1.0,-10.0
2022-04,2022-04-28 11:40:00+0000,EURUSD,SELL,1.05324,WIN,16.240270000000002,1h 45m,105.0,0.207681,cautious,[score_cautious],EURUSD-2022-04-28T11:40:00Z-002690,train,1.624027,2.0,20.0
2022-04,2022-04-28 14:10:00+0000,EURUSD,SELL,1.0504,WIN,16.57331,1h 10m,70.0,0.392252,normal,[score_normal],EURUSD-2022-04-28T14:10:00Z-002692,train,1.657331,2.0,20.0
2022-04,2022-04-28 17:00:00+0000,EURUSD,SELL,1.05084,LOSS,-13.971739999999999,10m,10.0,0.313012,normal,[score_normal],EURUSD-2022-04-28T17:00:00Z-002693,train,-1.397174,-1.0,-10.0
2022-04,2022-04-28 17:10:00+0000,EURUSD,SELL,1.05125,WIN,16.36608,25m,25.0,0.438588,premium,[score_premium],EURUSD-2022-04-28T17:10:00Z-002694,train,1.636608,2.0,20.0
2022-04,2022-04-28 17:35:00+0000,EURUSD,BUY,1.04913,WIN,16.22351,25m,25.0,0.723079,premium,[score_premium],EURUSD-2022-04-28T17:35:00Z-002695,train,1.622351,2.0,20.0
2022-04,2022-04-28 18:00:00+0000,EURUSD,SELL,1.05148,LOSS,-13.88109,10m,10.0,0.29069,cautious,[score_cautious],EURUSD-2022-04-28T18:00:00Z-002696,train,-1.388109,-1.0,-10.0
2022-04,2022-04-28 18:10:00+0000,EURUSD,SELL,1.05238,WIN,15.956840000000001,45m,45.0,0.455077,premium,[score_premium],EURUSD-2022-04-28T18:10:00Z-002697,train,1.595684,2.0,20.0
2022-04,2022-04-28 18:55:00+0000,EURUSD,SELL,1.05034,LOSS,-12.92057,55m,55.0,0.495281,premium,[score_premium],EURUSD-2022-04-28T18:55:00Z-002698,train,-1.292057,-1.0,-10.0
2022-04,2022-04-29 08:15:00+0000,EURUSD,BUY,1.05266,WIN,16.32413,1h 10m,70.0,0.580693,premium,[score_premium],EURUSD-2022-04-29T08:15:00Z-002702,train,1.632413,2.0,20.0
2022-04,2022-04-29 09:25:00+0000,EURUSD,BUY,1.05463,LOSS,-13.078380000000001,45m,45.0,0.426199,premium,[score_premium],EURUSD-2022-04-29T09:25:00Z-002703,train,-1.307838,-1.0,-10.0
2022-04,2022-04-29 10:10:00+0000,EURUSD,BUY,1.05406,WIN,15.738589999999999,25m,25.0,0.728948,premium,[score_premium],EURUSD-2022-04-29T10:10:00Z-002704,train,1.573859,2.0,20.0
2022-04,2022-04-29 10:35:00+0000,EURUSD,BUY,1.05617,WIN,17.549490000000002,1h 10m,70.0,0.705221,premium,[score_premium],EURUSD-2022-04-29T10:35:00Z-002705,train,1.754949,2.0,20.0
2022-04,2022-04-29 11:45:00+0000,EURUSD,SELL,1.05883,WIN,16.70505,15m,15.0,0.579385,premium,[score_premium],EURUSD-2022-04-29T11:45:00Z-002706,train,1.670505,2.0,20.0
2022-04,2022-04-29 12:00:00+0000,EURUSD,SELL,1.05689,LOSS,-12.974239999999998,50m,50.0,0.50349,premium,[score_premium],EURUSD-2022-04-29T12:00:00Z-002707,train,-1.297424,-1.0,-10.0
2022-04,2022-04-29 12:50:00+0000,EURUSD,SELL,1.05788,WIN,16.32183,1h 25m,85.0,0.57902,premium,[score_premium],EURUSD-2022-04-29T12:50:00Z-002708,train,1.632183,2.0,20.0
2022-04,2022-04-29 14:15:00+0000,EURUSD,SELL,1.05588,LOSS,-13.120989999999999,15m,15.0,0.35377,normal,[score_normal],EURUSD-2022-04-29T14:15:00Z-002709,train,-1.312099,-1.0,-10.0
2022-04,2022-04-29 14:30:00+0000,EURUSD,SELL,1.05741,WIN,16.79115,10m,10.0,0.56915,premium,[score_premium],EURUSD-2022-04-29T14:30:00Z-002710,train,1.679115,2.0,20.0
2022-04,2022-04-29 14:40:00+0000,EURUSD,SELL,1.05563,WIN,17.4286,40m,40.0,0.632829,premium,[score_premium],EURUSD-2022-04-29T14:40:00Z-002711,train,1.74286,2.0,20.0
2022-04,2022-04-29 17:00:00+0000,EURUSD,BUY,1.05337,LOSS,-13.743669999999998,30m,30.0,0.453292,premium,[score_premium],EURUSD-2022-04-29T17:00:00Z-002712,train,-1.374367,-1.0,-10.0
2022-04,2022-04-29 17:30:00+0000,EURUSD,BUY,1.05245,WIN,16.05462,25m,25.0,0.579075,premium,[score_premium],EURUSD-2022-04-29T17:30:00Z-002713,train,1.605462,2.0,20.0
2022-04,2022-04-29 17:55:00+0000,EURUSD,BUY,1.0544,LOSS,-12.41273,35m,35.0,0.399134,normal,[score_normal],EURUSD-2022-04-29T17:55:00Z-002714,train,-1.241273,-1.0,-10.0
2022-04,2022-04-29 18:30:00+0000,EURUSD,BUY,1.05348,WIN,17.53174,1h 35m,95.0,0.512786,premium,[score_premium],EURUSD-2022-04-29T18:30:00Z-002715,train,1.753174,2.0,20.0
2022-04,2022-04-29 21:00:00+0000,EURUSD,SELL,1.05728,WIN,17.35762,1h 35m,95.0,0.665004,premium,[score_premium],EURUSD-2022-04-29T21:00:00Z-002716,train,1.735762,2.0,20.0
2026-04,2026-04-02 08:50:00+0000,EURUSD,SELL,1.15261,LOSS,-13.210139999999999,1h 15m,75.0,0.356072,normal,[score_normal],EURUSD-2026-04-02T08:50:00Z-006529,test,-1.321014,-1.0,-10.0
2026-04,2026-04-02 10:05:00+0000,EURUSD,SELL,1.15334,WIN,16.51098,3h 15m,195.0,0.493421,premium,[score_premium],EURUSD-2026-04-02T10:05:00Z-006530,test,1.651098,2.0,20.0
2026-04,2026-04-03 21:00:00+0000,EURUSD,SELL,1.15201,LOSS,-12.95383,2h 15m,135.0,0.325748,normal,[score_normal],EURUSD-2026-04-03T21:00:00Z-006536,test,-1.295383,-1.0,-10.0
