month,scenario,lot,date,balance_usd,peak_usd,drawdown_usd,drawdown_pct,daily_pnl_usd
2024-10,guardrails_completos,1.0,2024-10-03,100204.97,100204.97,0.0,0.0,205.83
2024-10,guardrails_completos,1.0,2024-10-04,100171.79,100204.97,33.17,0.000332,-33.17
2024-10,guardrails_completos,1.0,2024-10-08,100194.01,100204.97,10.96,0.00011,22.22
2024-10,guardrails_completos,1.0,2024-10-09,100410.84,100410.84,0.0,0.0,216.83
2024-10,guardrails_completos,1.0,2024-10-10,100439.62,100439.62,0.0,0.0,28.79
2024-10,guardrails_completos,1.0,2024-10-15,100436.8,100439.62,2.82,2.8e-05,-2.82
2024-10,guardrails_completos,1.0,2024-10-17,100633.7,100633.7,0.0,0.0,196.9
2024-10,guardrails_completos,1.0,2024-10-22,100893.92,100893.92,0.0,0.0,260.22
2024-10,guardrails_completos,1.0,2024-10-23,100905.56,100905.56,0.0,0.0,11.64
2024-10,guardrails_completos,1.0,2024-10-24,101086.79,101086.79,0.0,0.0,181.23
2024-10,guardrails_completos,1.0,2024-10-25,101068.08,101086.79,18.72,0.000187,-18.72
2024-10,guardrails_completos,1.0,2024-10-29,101110.45,101110.45,0.0,0.0,42.38
2024-10,guardrails_completos,1.0,2024-10-30,101145.88,101145.88,0.0,0.0,35.43
2024-10,guardrails_completos,1.0,2024-10-31,101519.27,101519.27,0.0,0.0,373.39
