threshold,segment,rows,trades,coverage,trade_precision,avg_r,total_r,profit_factor,max_drawdown_r,buy_precision,sell_precision,macro_f1,prediction_distribution,target_distribution,confusion_matrix,low_sample
0.40,london|h4_bullish|d1_bearish|align_neutral|atr_normal|d1pos_low,324,163,0.503086,0.214724,-0.070245,-11.45,0.879727,43.82,0.125,0.243902,0.389367,"{""DO_NOTHING"": 161, ""ENTER_BUY"": 40, ""ENTER_SELL"": 123}","{""DO_NOTHING"": 249, ""ENTER_BUY"": 19, ""ENTER_SELL"": 56}","{""DO_NOTHING"": {""DO_NOTHING"": 136, ""ENTER_BUY"": 29, ""ENTER_SELL"": 84}, ""ENTER_BUY"": {""DO_NOTHING"": 5, ""ENTER_BUY"": 5, ""ENTER_SELL"": 9}, ""ENTER_SELL"": {""DO_NOTHING"": 20, ""ENTER_BUY"": 6, ""ENTER_SELL"": 30}}",False
0.40,london|h4_bullish|d1_bearish|align_neutral|atr_normal|d1pos_mid_high,212,87,0.410377,0.091954,0.570805,49.66,3.690141,10.0,0.086207,0.103448,0.269777,"{""DO_NOTHING"": 125, ""ENTER_BUY"": 58, ""ENTER_SELL"": 29}","{""DO_NOTHING"": 148, ""ENTER_BUY"": 26, ""ENTER_SELL"": 38}","{""DO_NOTHING"": {""DO_NOTHING"": 82, ""ENTER_BUY"": 40, ""ENTER_SELL"": 26}, ""ENTER_BUY"": {""DO_NOTHING"": 21, ""ENTER_BUY"": 5, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 22, ""ENTER_BUY"": 13, ""ENTER_SELL"": 3}}",True
0.40,london|h4_bullish|d1_bearish|align_neutral|atr_normal|d1pos_mid_low,12,0,0.0,,,,,0.0,,,0.333333,"{""DO_NOTHING"": 12}","{""DO_NOTHING"": 12}","{""DO_NOTHING"": {""DO_NOTHING"": 12, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,london|h4_bullish|d1_bullish|align_aligned|atr_extended|d1pos_high,260,208,0.8,0.302885,0.126394,26.29,1.229788,43.47,0.169231,0.363636,0.343386,"{""DO_NOTHING"": 52, ""ENTER_BUY"": 65, ""ENTER_SELL"": 143}","{""DO_NOTHING"": 134, ""ENTER_BUY"": 46, ""ENTER_SELL"": 80}","{""DO_NOTHING"": {""DO_NOTHING"": 34, ""ENTER_BUY"": 43, ""ENTER_SELL"": 57}, ""ENTER_BUY"": {""DO_NOTHING"": 1, ""ENTER_BUY"": 11, ""ENTER_SELL"": 34}, ""ENTER_SELL"": {""DO_NOTHING"": 17, ""ENTER_BUY"": 11, ""ENTER_SELL"": 52}}",False
0.40,london|h4_bullish|d1_bullish|align_aligned|atr_extended|d1pos_low,2,0,0.0,,,,,0.0,,,0.0,"{""DO_NOTHING"": 2}","{""ENTER_BUY"": 2}","{""DO_NOTHING"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 2, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,london|h4_bullish|d1_bullish|align_aligned|atr_extended|d1pos_mid_high,28,28,1.0,0.75,1.315,36.82,7.136667,2.0,0.0,0.875,0.291667,"{""ENTER_BUY"": 4, ""ENTER_SELL"": 24}","{""DO_NOTHING"": 4, ""ENTER_SELL"": 24}","{""DO_NOTHING"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 1, ""ENTER_SELL"": 3}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 3, ""ENTER_SELL"": 21}}",True
0.40,london|h4_bullish|d1_bullish|align_aligned|atr_extended|d1pos_mid_low,118,34,0.288136,0.588235,0.764706,26.0,2.857143,9.0,0.0,0.714286,0.492886,"{""DO_NOTHING"": 84, ""ENTER_BUY"": 6, ""ENTER_SELL"": 28}","{""DO_NOTHING"": 80, ""ENTER_BUY"": 2, ""ENTER_SELL"": 36}","{""DO_NOTHING"": {""DO_NOTHING"": 70, ""ENTER_BUY"": 2, ""ENTER_SELL"": 8}, ""ENTER_BUY"": {""DO_NOTHING"": 2, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 12, ""ENTER_BUY"": 4, ""ENTER_SELL"": 20}}",True
0.40,london|h4_bullish|d1_bullish|align_aligned|atr_normal|d1pos_high,187,91,0.486631,0.395604,0.266374,24.24,1.475294,20.0,0.6,0.338028,0.306155,"{""DO_NOTHING"": 96, ""ENTER_BUY"": 20, ""ENTER_SELL"": 71}","{""DO_NOTHING"": 47, ""ENTER_BUY"": 40, ""ENTER_SELL"": 100}","{""DO_NOTHING"": {""DO_NOTHING"": 17, ""ENTER_BUY"": 2, ""ENTER_SELL"": 28}, ""ENTER_BUY"": {""DO_NOTHING"": 9, ""ENTER_BUY"": 12, ""ENTER_SELL"": 19}, ""ENTER_SELL"": {""DO_NOTHING"": 70, ""ENTER_BUY"": 6, ""ENTER_SELL"": 24}}",True
0.40,london|h4_bullish|d1_bullish|align_aligned|atr_normal|d1pos_mid_high,267,126,0.47191,0.373016,0.353889,44.59,1.707778,42.0,0.727273,0.33913,0.518519,"{""DO_NOTHING"": 141, ""ENTER_BUY"": 11, ""ENTER_SELL"": 115}","{""DO_NOTHING"": 183, ""ENTER_BUY"": 43, ""ENTER_SELL"": 41}","{""DO_NOTHING"": {""DO_NOTHING"": 123, ""ENTER_BUY"": 1, ""ENTER_SELL"": 59}, ""ENTER_BUY"": {""DO_NOTHING"": 18, ""ENTER_BUY"": 8, ""ENTER_SELL"": 17}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 2, ""ENTER_SELL"": 39}}",False
0.40,london|h4_bullish|d1_bullish|align_aligned|atr_normal|d1pos_mid_low,38,38,1.0,0.078947,-0.16,-6.08,0.682341,12.08,,0.078947,0.04878,"{""ENTER_SELL"": 38}","{""DO_NOTHING"": 35, ""ENTER_SELL"": 3}","{""DO_NOTHING"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 35}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 3}}",True
0.40,london|h4_bullish|d1_range|align_neutral|atr_extended|d1pos_high,659,394,0.597876,0.309645,0.086472,34.07,1.146797,68.0,0.410448,0.257692,0.362371,"{""DO_NOTHING"": 265, ""ENTER_BUY"": 134, ""ENTER_SELL"": 260}","{""DO_NOTHING"": 277, ""ENTER_BUY"": 212, ""ENTER_SELL"": 170}","{""DO_NOTHING"": {""DO_NOTHING"": 124, ""ENTER_BUY"": 31, ""ENTER_SELL"": 122}, ""ENTER_BUY"": {""DO_NOTHING"": 86, ""ENTER_BUY"": 55, ""ENTER_SELL"": 71}, ""ENTER_SELL"": {""DO_NOTHING"": 55, ""ENTER_BUY"": 48, ""ENTER_SELL"": 67}}",False
0.40,london|h4_bullish|d1_range|align_neutral|atr_extended|d1pos_low,491,306,0.623218,0.339869,0.200327,61.3,1.37111,33.29,0.370588,0.301471,0.35785,"{""DO_NOTHING"": 185, ""ENTER_BUY"": 170, ""ENTER_SELL"": 136}","{""DO_NOTHING"": 226, ""ENTER_BUY"": 128, ""ENTER_SELL"": 137}","{""DO_NOTHING"": {""DO_NOTHING"": 72, ""ENTER_BUY"": 78, ""ENTER_SELL"": 76}, ""ENTER_BUY"": {""DO_NOTHING"": 46, ""ENTER_BUY"": 63, ""ENTER_SELL"": 19}, ""ENTER_SELL"": {""DO_NOTHING"": 67, ""ENTER_BUY"": 29, ""ENTER_SELL"": 41}}",False
0.40,london|h4_bullish|d1_range|align_neutral|atr_extended|d1pos_mid_high,335,195,0.58209,0.061538,-0.358513,-69.91,0.459152,87.37,0.4,0.052632,0.221699,"{""DO_NOTHING"": 140, ""ENTER_BUY"": 5, ""ENTER_SELL"": 190}","{""DO_NOTHING"": 229, ""ENTER_BUY"": 83, ""ENTER_SELL"": 23}","{""DO_NOTHING"": {""DO_NOTHING"": 97, ""ENTER_BUY"": 1, ""ENTER_SELL"": 131}, ""ENTER_BUY"": {""DO_NOTHING"": 32, ""ENTER_BUY"": 2, ""ENTER_SELL"": 49}, ""ENTER_SELL"": {""DO_NOTHING"": 11, ""ENTER_BUY"": 2, ""ENTER_SELL"": 10}}",False
0.40,london|h4_bullish|d1_range|align_neutral|atr_extended|d1pos_mid_low,291,152,0.522337,0.217105,0.110132,16.74,1.201129,48.08,0.282828,0.09434,0.333582,"{""DO_NOTHING"": 139, ""ENTER_BUY"": 99, ""ENTER_SELL"": 53}","{""DO_NOTHING"": 174, ""ENTER_BUY"": 102, ""ENTER_SELL"": 15}","{""DO_NOTHING"": {""DO_NOTHING"": 90, ""ENTER_BUY"": 62, ""ENTER_SELL"": 22}, ""ENTER_BUY"": {""DO_NOTHING"": 48, ""ENTER_BUY"": 28, ""ENTER_SELL"": 26}, ""ENTER_SELL"": {""DO_NOTHING"": 1, ""ENTER_BUY"": 9, ""ENTER_SELL"": 5}}",False
0.40,london|h4_bullish|d1_range|align_neutral|atr_low|d1pos_high,48,0,0.0,,,,,0.0,,,0.315018,"{""DO_NOTHING"": 48}","{""DO_NOTHING"": 43, ""ENTER_BUY"": 5}","{""DO_NOTHING"": {""DO_NOTHING"": 43, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 5, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,london|h4_bullish|d1_range|align_neutral|atr_normal|d1pos_high,412,171,0.415049,0.321637,0.023216,3.97,1.036944,81.46,0.188811,1.0,0.475355,"{""DO_NOTHING"": 241, ""ENTER_BUY"": 143, ""ENTER_SELL"": 28}","{""DO_NOTHING"": 250, ""ENTER_BUY"": 84, ""ENTER_SELL"": 78}","{""DO_NOTHING"": {""DO_NOTHING"": 162, ""ENTER_BUY"": 88, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 57, ""ENTER_BUY"": 27, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 22, ""ENTER_BUY"": 28, ""ENTER_SELL"": 28}}",False
0.40,london|h4_bullish|d1_range|align_neutral|atr_normal|d1pos_low,52,5,0.096154,0.8,1.728,8.64,,0.0,1.0,0.0,0.663158,"{""DO_NOTHING"": 47, ""ENTER_BUY"": 4, ""ENTER_SELL"": 1}","{""DO_NOTHING"": 48, ""ENTER_BUY"": 4}","{""DO_NOTHING"": {""DO_NOTHING"": 47, ""ENTER_BUY"": 0, ""ENTER_SELL"": 1}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 4, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,london|h4_bullish|d1_range|align_neutral|atr_normal|d1pos_mid_high,353,150,0.424929,0.366667,0.221,33.15,1.381824,43.0,0.313725,0.393939,0.34163,"{""DO_NOTHING"": 203, ""ENTER_BUY"": 51, ""ENTER_SELL"": 99}","{""DO_NOTHING"": 124, ""ENTER_BUY"": 95, ""ENTER_SELL"": 134}","{""DO_NOTHING"": {""DO_NOTHING"": 77, ""ENTER_BUY"": 11, ""ENTER_SELL"": 36}, ""ENTER_BUY"": {""DO_NOTHING"": 55, ""ENTER_BUY"": 16, ""ENTER_SELL"": 24}, ""ENTER_SELL"": {""DO_NOTHING"": 71, ""ENTER_BUY"": 24, ""ENTER_SELL"": 39}}",False
0.40,london|h4_bullish|d1_range|align_neutral|atr_normal|d1pos_mid_low,251,170,0.677291,0.241176,0.147118,25.01,1.301471,52.78,0.276596,0.227642,0.429175,"{""DO_NOTHING"": 81, ""ENTER_BUY"": 47, ""ENTER_SELL"": 123}","{""DO_NOTHING"": 179, ""ENTER_BUY"": 26, ""ENTER_SELL"": 46}","{""DO_NOTHING"": {""DO_NOTHING"": 78, ""ENTER_BUY"": 19, ""ENTER_SELL"": 82}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 13, ""ENTER_SELL"": 13}, ""ENTER_SELL"": {""DO_NOTHING"": 3, ""ENTER_BUY"": 15, ""ENTER_SELL"": 28}}",False
0.40,london|h4_range|d1_bearish|align_aligned|atr_extended|d1pos_high,70,63,0.9,0.222222,0.174603,11.0,1.409378,12.01,0.518519,0.0,0.286738,"{""DO_NOTHING"": 7, ""ENTER_BUY"": 27, ""ENTER_SELL"": 36}","{""DO_NOTHING"": 55, ""ENTER_BUY"": 15}","{""DO_NOTHING"": {""DO_NOTHING"": 6, ""ENTER_BUY"": 13, ""ENTER_SELL"": 36}, ""ENTER_BUY"": {""DO_NOTHING"": 1, ""ENTER_BUY"": 14, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,london|h4_range|d1_bearish|align_aligned|atr_extended|d1pos_low,1070,687,0.642056,0.232897,-0.115386,-79.27,0.821388,165.13,0.328125,0.149864,0.372916,"{""DO_NOTHING"": 383, ""ENTER_BUY"": 320, ""ENTER_SELL"": 367}","{""DO_NOTHING"": 592, ""ENTER_BUY"": 273, ""ENTER_SELL"": 205}","{""DO_NOTHING"": {""DO_NOTHING"": 279, ""ENTER_BUY"": 103, ""ENTER_SELL"": 210}, ""ENTER_BUY"": {""DO_NOTHING"": 66, ""ENTER_BUY"": 105, ""ENTER_SELL"": 102}, ""ENTER_SELL"": {""DO_NOTHING"": 38, ""ENTER_BUY"": 112, ""ENTER_SELL"": 55}}",False
0.40,london|h4_range|d1_bearish|align_aligned|atr_extended|d1pos_mid_high,294,164,0.557823,0.286585,-0.047927,-7.86,0.925157,97.44,0.291139,0.282353,0.341527,"{""DO_NOTHING"": 130, ""ENTER_BUY"": 79, ""ENTER_SELL"": 85}","{""DO_NOTHING"": 130, ""ENTER_BUY"": 99, ""ENTER_SELL"": 65}","{""DO_NOTHING"": {""DO_NOTHING"": 58, ""ENTER_BUY"": 25, ""ENTER_SELL"": 47}, ""ENTER_BUY"": {""DO_NOTHING"": 62, ""ENTER_BUY"": 23, ""ENTER_SELL"": 14}, ""ENTER_SELL"": {""DO_NOTHING"": 10, ""ENTER_BUY"": 31, ""ENTER_SELL"": 24}}",False
0.40,london|h4_range|d1_bearish|align_aligned|atr_extended|d1pos_mid_low,246,145,0.589431,0.331034,0.206276,29.91,1.38829,26.0,0.16129,0.377193,0.447858,"{""DO_NOTHING"": 101, ""ENTER_BUY"": 31, ""ENTER_SELL"": 114}","{""DO_NOTHING"": 145, ""ENTER_BUY"": 44, ""ENTER_SELL"": 57}","{""DO_NOTHING"": {""DO_NOTHING"": 87, ""ENTER_BUY"": 21, ""ENTER_SELL"": 37}, ""ENTER_BUY"": {""DO_NOTHING"": 5, ""ENTER_BUY"": 5, ""ENTER_SELL"": 34}, ""ENTER_SELL"": {""DO_NOTHING"": 9, ""ENTER_BUY"": 5, ""ENTER_SELL"": 43}}",False
0.40,london|h4_range|d1_bearish|align_aligned|atr_low|d1pos_mid_high,60,0,0.0,,,,,0.0,,,0.309524,"{""DO_NOTHING"": 60}","{""DO_NOTHING"": 52, ""ENTER_BUY"": 5, ""ENTER_SELL"": 3}","{""DO_NOTHING"": {""DO_NOTHING"": 52, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 5, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 3, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,london|h4_range|d1_bearish|align_aligned|atr_low|d1pos_mid_low,12,12,1.0,0.0,-0.625833,-7.51,0.00133,7.52,,0.0,0.0,"{""ENTER_SELL"": 12}","{""DO_NOTHING"": 12}","{""DO_NOTHING"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 12}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,london|h4_range|d1_bearish|align_aligned|atr_normal|d1pos_high,60,2,0.033333,0.0,1.72,3.44,,0.0,0.0,,0.292835,"{""DO_NOTHING"": 58, ""ENTER_BUY"": 2}","{""DO_NOTHING"": 49, ""ENTER_BUY"": 11}","{""DO_NOTHING"": {""DO_NOTHING"": 47, ""ENTER_BUY"": 2, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 11, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,london|h4_range|d1_bearish|align_aligned|atr_normal|d1pos_low,572,318,0.555944,0.166667,0.103491,32.91,1.249243,58.7,,0.166667,0.307033,"{""DO_NOTHING"": 254, ""ENTER_SELL"": 318}","{""DO_NOTHING"": 426, ""ENTER_BUY"": 73, ""ENTER_SELL"": 73}","{""DO_NOTHING"": {""DO_NOTHING"": 221, ""ENTER_BUY"": 0, ""ENTER_SELL"": 205}, ""ENTER_BUY"": {""DO_NOTHING"": 13, ""ENTER_BUY"": 0, ""ENTER_SELL"": 60}, ""ENTER_SELL"": {""DO_NOTHING"": 20, ""ENTER_BUY"": 0, ""ENTER_SELL"": 53}}",False
0.40,london|h4_range|d1_bearish|align_aligned|atr_normal|d1pos_mid_high,605,521,0.861157,0.295585,0.139309,72.58,1.259205,82.8,0.293939,0.298429,0.329798,"{""DO_NOTHING"": 84, ""ENTER_BUY"": 330, ""ENTER_SELL"": 191}","{""DO_NOTHING"": 333, ""ENTER_BUY"": 129, ""ENTER_SELL"": 143}","{""DO_NOTHING"": {""DO_NOTHING"": 47, ""ENTER_BUY"": 171, ""ENTER_SELL"": 115}, ""ENTER_BUY"": {""DO_NOTHING"": 13, ""ENTER_BUY"": 97, ""ENTER_SELL"": 19}, ""ENTER_SELL"": {""DO_NOTHING"": 24, ""ENTER_BUY"": 62, ""ENTER_SELL"": 57}}",False
0.40,london|h4_range|d1_bearish|align_aligned|atr_normal|d1pos_mid_low,131,72,0.549618,0.277778,0.397917,28.65,2.195244,18.78,1.0,0.223881,0.613579,"{""DO_NOTHING"": 59, ""ENTER_BUY"": 5, ""ENTER_SELL"": 67}","{""DO_NOTHING"": 104, ""ENTER_BUY"": 7, ""ENTER_SELL"": 20}","{""DO_NOTHING"": {""DO_NOTHING"": 54, ""ENTER_BUY"": 0, ""ENTER_SELL"": 50}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 5, ""ENTER_SELL"": 2}, ""ENTER_SELL"": {""DO_NOTHING"": 5, ""ENTER_BUY"": 0, ""ENTER_SELL"": 15}}",True
0.40,london|h4_range|d1_bullish|align_aligned|atr_extended|d1pos_high,1447,1134,0.78369,0.203704,-0.272954,-309.53,0.614504,309.53,0.213703,0.191939,0.302962,"{""DO_NOTHING"": 313, ""ENTER_BUY"": 613, ""ENTER_SELL"": 521}","{""DO_NOTHING"": 738, ""ENTER_BUY"": 404, ""ENTER_SELL"": 305}","{""DO_NOTHING"": {""DO_NOTHING"": 215, ""ENTER_BUY"": 314, ""ENTER_SELL"": 209}, ""ENTER_BUY"": {""DO_NOTHING"": 61, ""ENTER_BUY"": 131, ""ENTER_SELL"": 212}, ""ENTER_SELL"": {""DO_NOTHING"": 37, ""ENTER_BUY"": 168, ""ENTER_SELL"": 100}}",False
0.40,london|h4_range|d1_bullish|align_aligned|atr_extended|d1pos_low,180,173,0.961111,0.150289,-0.35341,-61.14,0.526047,75.14,0.150289,,0.087102,"{""DO_NOTHING"": 7, ""ENTER_BUY"": 173}","{""DO_NOTHING"": 58, ""ENTER_BUY"": 26, ""ENTER_SELL"": 96}","{""DO_NOTHING"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 58, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 26, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 7, ""ENTER_BUY"": 89, ""ENTER_SELL"": 0}}",False
0.40,london|h4_range|d1_bullish|align_aligned|atr_extended|d1pos_mid_high,608,467,0.768092,0.214133,-0.124004,-57.91,0.805345,120.28,0.160784,0.278302,0.269047,"{""DO_NOTHING"": 141, ""ENTER_BUY"": 255, ""ENTER_SELL"": 212}","{""DO_NOTHING"": 288, ""ENTER_BUY"": 102, ""ENTER_SELL"": 218}","{""DO_NOTHING"": {""DO_NOTHING"": 65, ""ENTER_BUY"": 105, ""ENTER_SELL"": 118}, ""ENTER_BUY"": {""DO_NOTHING"": 26, ""ENTER_BUY"": 41, ""ENTER_SELL"": 35}, ""ENTER_SELL"": {""DO_NOTHING"": 50, ""ENTER_BUY"": 109, ""ENTER_SELL"": 59}}",False
0.40,london|h4_range|d1_bullish|align_aligned|atr_extended|d1pos_mid_low,309,186,0.601942,0.322581,0.388495,72.26,1.941376,28.76,0.3125,0.327869,0.41575,"{""DO_NOTHING"": 123, ""ENTER_BUY"": 64, ""ENTER_SELL"": 122}","{""DO_NOTHING"": 193, ""ENTER_BUY"": 57, ""ENTER_SELL"": 59}","{""DO_NOTHING"": {""DO_NOTHING"": 75, ""ENTER_BUY"": 37, ""ENTER_SELL"": 81}, ""ENTER_BUY"": {""DO_NOTHING"": 36, ""ENTER_BUY"": 20, ""ENTER_SELL"": 1}, ""ENTER_SELL"": {""DO_NOTHING"": 12, ""ENTER_BUY"": 7, ""ENTER_SELL"": 40}}",False
0.40,london|h4_range|d1_bullish|align_aligned|atr_low|d1pos_mid_high,48,24,0.5,0.0,-0.561667,-13.48,0.11953,15.31,,0.0,0.189055,"{""DO_NOTHING"": 24, ""ENTER_SELL"": 24}","{""DO_NOTHING"": 43, ""ENTER_SELL"": 5}","{""DO_NOTHING"": {""DO_NOTHING"": 19, ""ENTER_BUY"": 0, ""ENTER_SELL"": 24}, ""ENTER_BUY"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 5, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,london|h4_range|d1_bullish|align_aligned|atr_low|d1pos_mid_low,12,0,0.0,,,,,0.0,,,0.196078,"{""DO_NOTHING"": 12}","{""DO_NOTHING"": 5, ""ENTER_BUY"": 7}","{""DO_NOTHING"": {""DO_NOTHING"": 5, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_BUY"": {""DO_NOTHING"": 7, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 0}}",True
0.40,london|h4_range|d1_bullish|align_aligned|atr_normal|d1pos_high,547,265,0.484461,0.298113,0.09166,24.29,1.154369,82.98,0.36,0.260606,0.415552,"{""DO_NOTHING"": 282, ""ENTER_BUY"": 100, ""ENTER_SELL"": 165}","{""DO_NOTHING"": 302, ""ENTER_BUY"": 121, ""ENTER_SELL"": 124}","{""DO_NOTHING"": {""DO_NOTHING"": 182, ""ENTER_BUY"": 24, ""ENTER_SELL"": 96}, ""ENTER_BUY"": {""DO_NOTHING"": 59, ""ENTER_BUY"": 36, ""ENTER_SELL"": 26}, ""ENTER_SELL"": {""DO_NOTHING"": 41, ""ENTER_BUY"": 40, ""ENTER_SELL"": 43}}",False
0.40,london|h4_range|d1_bullish|align_aligned|atr_normal|d1pos_mid_high,370,289,0.781081,0.311419,0.138512,40.03,1.253659,89.56,0.013889,0.410138,0.272057,"{""DO_NOTHING"": 81, ""ENTER_BUY"": 72, ""ENTER_SELL"": 217}","{""DO_NOTHING"": 203, ""ENTER_BUY"": 34, ""ENTER_SELL"": 133}","{""DO_NOTHING"": {""DO_NOTHING"": 41, ""ENTER_BUY"": 58, ""ENTER_SELL"": 104}, ""ENTER_BUY"": {""DO_NOTHING"": 9, ""ENTER_BUY"": 1, ""ENTER_SELL"": 24}, ""ENTER_SELL"": {""DO_NOTHING"": 31, ""ENTER_BUY"": 13, ""ENTER_SELL"": 89}}",False
0.40,london|h4_range|d1_bullish|align_aligned|atr_normal|d1pos_mid_low,121,109,0.900826,0.211009,0.321468,35.04,1.732441,33.83,0.233333,0.183673,0.195858,"{""DO_NOTHING"": 12, ""ENTER_BUY"": 60, ""ENTER_SELL"": 49}","{""DO_NOTHING"": 71, ""ENTER_BUY"": 41, ""ENTER_SELL"": 9}","{""DO_NOTHING"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 46, ""ENTER_SELL"": 25}, ""ENTER_BUY"": {""DO_NOTHING"": 12, ""ENTER_BUY"": 14, ""ENTER_SELL"": 15}, ""ENTER_SELL"": {""DO_NOTHING"": 0, ""ENTER_BUY"": 0, ""ENTER_SELL"": 9}}",False
0.40,london|h4_range|d1_range|align_neutral|atr_extended|d1pos_high,1400,832,0.594286,0.274038,-0.072704,-60.49,0.888403,170.08,0.278689,0.269136,0.390735,"{""DO_NOTHING"": 568, ""ENTER_BUY"": 427, ""ENTER_SELL"": 405}","{""DO_NOTHING"": 751, ""ENTER_BUY"": 276, ""ENTER_SELL"": 373}","{""DO_NOTHING"": {""DO_NOTHING"": 365, ""ENTER_BUY"": 188, ""ENTER_SELL"": 198}, ""ENTER_BUY"": {""DO_NOTHING"": 59, ""ENTER_BUY"": 119, ""ENTER_SELL"": 98}, ""ENTER_SELL"": {""DO_NOTHING"": 144, ""ENTER_BUY"": 120, ""ENTER_SELL"": 109}}",False
0.40,london|h4_range|d1_range|align_neutral|atr_extended|d1pos_low,1616,849,0.525371,0.252061,-0.040506,-34.39,0.934647,139.84,0.234834,0.278107,0.38898,"{""DO_NOTHING"": 767, ""ENTER_BUY"": 511, ""ENTER_SELL"": 338}","{""DO_NOTHING"": 816, ""ENTER_BUY"": 342, ""ENTER_SELL"": 458}","{""DO_NOTHING"": {""DO_NOTHING"": 514, ""ENTER_BUY"": 182, ""ENTER_SELL"": 120}, ""ENTER_BUY"": {""DO_NOTHING"": 98, ""ENTER_BUY"": 120, ""ENTER_SELL"": 124}, ""ENTER_SELL"": {""DO_NOTHING"": 155, ""ENTER_BUY"": 209, ""ENTER_SELL"": 94}}",False
