threshold,segment,rows,trades,coverage,trade_precision,avg_r,total_r,profit_factor,max_drawdown_r,buy_precision,sell_precision,macro_f1,prediction_distribution,target_distribution,confusion_matrix,low_sample
0.40,2020-11,4610,2301,0.499132,0.607127,0.985641,2267.96,4.355616,43.93,0.597569,0.62439,0.698646,"{""DO_NOTHING"": 2309, ""ENTER_BUY"": 1481, ""ENTER_SELL"": 820}","{""DO_NOTHING"": 2738, ""ENTER_BUY"": 1080, ""ENTER_SELL"": 792}","{""DO_NOTHING"": {""DO_NOTHING"": 1942, ""ENTER_BUY"": 499, ""ENTER_SELL"": 297}, ""ENTER_BUY"": {""DO_NOTHING"": 184, ""ENTER_BUY"": 885, ""ENTER_SELL"": 11}, ""ENTER_SELL"": {""DO_NOTHING"": 183, ""ENTER_BUY"": 97, ""ENTER_SELL"": 512}}",False
0.40,2020-12,5115,2669,0.521799,0.588235,0.982724,2622.89,4.388659,60.85,0.6773,0.49735,0.697864,"{""DO_NOTHING"": 2446, ""ENTER_BUY"": 1348, ""ENTER_SELL"": 1321}","{""DO_NOTHING"": 3117, ""ENTER_BUY"": 1149, ""ENTER_SELL"": 849}","{""DO_NOTHING"": {""DO_NOTHING"": 2105, ""ENTER_BUY"": 409, ""ENTER_SELL"": 603}, ""ENTER_BUY"": {""DO_NOTHING"": 175, ""ENTER_BUY"": 913, ""ENTER_SELL"": 61}, ""ENTER_SELL"": {""DO_NOTHING"": 166, ""ENTER_BUY"": 26, ""ENTER_SELL"": 657}}",False
0.40,2021-01,4609,2827,0.613365,0.622568,1.046144,2957.45,4.752014,40.82,0.625694,0.620051,0.724667,"{""DO_NOTHING"": 1782, ""ENTER_BUY"": 1261, ""ENTER_SELL"": 1566}","{""DO_NOTHING"": 2554, ""ENTER_BUY"": 936, ""ENTER_SELL"": 1119}","{""DO_NOTHING"": {""DO_NOTHING"": 1588, ""ENTER_BUY"": 434, ""ENTER_SELL"": 532}, ""ENTER_BUY"": {""DO_NOTHING"": 84, ""ENTER_BUY"": 789, ""ENTER_SELL"": 63}, ""ENTER_SELL"": {""DO_NOTHING"": 110, ""ENTER_BUY"": 38, ""ENTER_SELL"": 971}}",False
0.40,2021-02,4608,2283,0.495443,0.642576,1.161384,2651.44,5.986065,47.16,0.674675,0.617601,0.75996,"{""DO_NOTHING"": 2325, ""ENTER_BUY"": 999, ""ENTER_SELL"": 1284}","{""DO_NOTHING"": 2869, ""ENTER_BUY"": 864, ""ENTER_SELL"": 875}","{""DO_NOTHING"": {""DO_NOTHING"": 2134, ""ENTER_BUY"": 304, ""ENTER_SELL"": 431}, ""ENTER_BUY"": {""DO_NOTHING"": 130, ""ENTER_BUY"": 674, ""ENTER_SELL"": 60}, ""ENTER_SELL"": {""DO_NOTHING"": 61, ""ENTER_BUY"": 21, ""ENTER_SELL"": 793}}",False
0.40,2021-03,5161,2643,0.51211,0.618615,1.08081,2856.58,5.215608,46.38,0.590949,0.639893,0.715423,"{""DO_NOTHING"": 2518, ""ENTER_BUY"": 1149, ""ENTER_SELL"": 1494}","{""DO_NOTHING"": 3062, ""ENTER_BUY"": 846, ""ENTER_SELL"": 1253}","{""DO_NOTHING"": {""DO_NOTHING"": 2147, ""ENTER_BUY"": 418, ""ENTER_SELL"": 497}, ""ENTER_BUY"": {""DO_NOTHING"": 126, ""ENTER_BUY"": 679, ""ENTER_SELL"": 41}, ""ENTER_SELL"": {""DO_NOTHING"": 245, ""ENTER_BUY"": 52, ""ENTER_SELL"": 956}}",False
0.40,2021-04,5183,1494,0.28825,0.675368,1.209926,1807.63,6.497658,55.11,0.739282,0.587956,0.733071,"{""DO_NOTHING"": 3689, ""ENTER_BUY"": 863, ""ENTER_SELL"": 631}","{""DO_NOTHING"": 3676, ""ENTER_BUY"": 897, ""ENTER_SELL"": 610}","{""DO_NOTHING"": {""DO_NOTHING"": 3227, ""ENTER_BUY"": 218, ""ENTER_SELL"": 231}, ""ENTER_BUY"": {""DO_NOTHING"": 230, ""ENTER_BUY"": 638, ""ENTER_SELL"": 29}, ""ENTER_SELL"": {""DO_NOTHING"": 232, ""ENTER_BUY"": 7, ""ENTER_SELL"": 371}}",False
0.40,2021-05,4610,1916,0.415618,0.662839,1.121461,2148.72,5.270111,40.0,0.76644,0.574468,0.738703,"{""DO_NOTHING"": 2694, ""ENTER_BUY"": 882, ""ENTER_SELL"": 1034}","{""DO_NOTHING"": 2867, ""ENTER_BUY"": 931, ""ENTER_SELL"": 812}","{""DO_NOTHING"": {""DO_NOTHING"": 2299, ""ENTER_BUY"": 190, ""ENTER_SELL"": 378}, ""ENTER_BUY"": {""DO_NOTHING"": 193, ""ENTER_BUY"": 676, ""ENTER_SELL"": 62}, ""ENTER_SELL"": {""DO_NOTHING"": 202, ""ENTER_BUY"": 16, ""ENTER_SELL"": 594}}",False
0.40,2021-06,5098,1943,0.38113,0.618116,1.104395,2145.84,5.558537,47.49,0.603113,0.627986,0.752942,"{""DO_NOTHING"": 3155, ""ENTER_BUY"": 771, ""ENTER_SELL"": 1172}","{""DO_NOTHING"": 3613, ""ENTER_BUY"": 620, ""ENTER_SELL"": 865}","{""DO_NOTHING"": {""DO_NOTHING"": 2936, ""ENTER_BUY"": 290, ""ENTER_SELL"": 387}, ""ENTER_BUY"": {""DO_NOTHING"": 106, ""ENTER_BUY"": 465, ""ENTER_SELL"": 49}, ""ENTER_SELL"": {""DO_NOTHING"": 113, ""ENTER_BUY"": 16, ""ENTER_SELL"": 736}}",False
0.40,2021-07,5183,1212,0.233841,0.722772,1.315932,1594.91,7.796685,23.0,0.803509,0.65109,0.737566,"{""DO_NOTHING"": 3971, ""ENTER_BUY"": 570, ""ENTER_SELL"": 642}","{""DO_NOTHING"": 3740, ""ENTER_BUY"": 715, ""ENTER_SELL"": 728}","{""DO_NOTHING"": {""DO_NOTHING"": 3430, ""ENTER_BUY"": 101, ""ENTER_SELL"": 209}, ""ENTER_BUY"": {""DO_NOTHING"": 242, ""ENTER_BUY"": 458, ""ENTER_SELL"": 15}, ""ENTER_SELL"": {""DO_NOTHING"": 299, ""ENTER_BUY"": 11, ""ENTER_SELL"": 418}}",False
0.40,2021-08,4897,1260,0.2573,0.724603,1.421929,1791.63,12.211001,22.11,0.76378,0.698138,0.800506,"{""DO_NOTHING"": 3637, ""ENTER_BUY"": 508, ""ENTER_SELL"": 752}","{""DO_NOTHING"": 3701, ""ENTER_BUY"": 538, ""ENTER_SELL"": 658}","{""DO_NOTHING"": {""DO_NOTHING"": 3357, ""ENTER_BUY"": 120, ""ENTER_SELL"": 224}, ""ENTER_BUY"": {""DO_NOTHING"": 147, ""ENTER_BUY"": 388, ""ENTER_SELL"": 3}, ""ENTER_SELL"": {""DO_NOTHING"": 133, ""ENTER_BUY"": 0, ""ENTER_SELL"": 525}}",False
0.40,2021-09,5184,1197,0.230903,0.706767,1.356942,1624.26,9.840954,22.63,0.729345,0.6974,0.756066,"{""DO_NOTHING"": 3987, ""ENTER_BUY"": 351, ""ENTER_SELL"": 846}","{""DO_NOTHING"": 3948, ""ENTER_BUY"": 457, ""ENTER_SELL"": 779}","{""DO_NOTHING"": {""DO_NOTHING"": 3604, ""ENTER_BUY"": 93, ""ENTER_SELL"": 251}, ""ENTER_BUY"": {""DO_NOTHING"": 196, ""ENTER_BUY"": 256, ""ENTER_SELL"": 5}, ""ENTER_SELL"": {""DO_NOTHING"": 187, ""ENTER_BUY"": 2, ""ENTER_SELL"": 590}}",False
