variant,threshold,month,rows,trades,coverage,trade_precision,buy_precision,sell_precision,avg_r,total_r,profit_factor,max_drawdown_r,prediction_distribution,target_distribution,low_sample
rich_policy_medium,0.50,2024-04,4901,196,0.039992,0.408163,0.350877,0.8,0.662959,129.94,2.976574,29.82,"{""DO_NOTHING"": 4705, ""ENTER_BUY"": 171, ""ENTER_SELL"": 25}","{""DO_NOTHING"": 3419, ""ENTER_BUY"": 741, ""ENTER_SELL"": 741}",False
rich_policy_medium,0.50,2024-05,5476,75,0.013696,0.053333,0.078431,0.0,-0.6316,-47.37,0.234362,47.87,"{""DO_NOTHING"": 5401, ""ENTER_BUY"": 51, ""ENTER_SELL"": 24}","{""DO_NOTHING"": 4306, ""ENTER_BUY"": 677, ""ENTER_SELL"": 493}",True
rich_policy_medium,0.50,2024-06,4612,121,0.026236,0.38843,0.43299,0.208333,0.407273,49.28,1.842681,17.0,"{""DO_NOTHING"": 4491, ""ENTER_BUY"": 97, ""ENTER_SELL"": 24}","{""DO_NOTHING"": 3394, ""ENTER_BUY"": 492, ""ENTER_SELL"": 726}",False
rich_policy_medium,0.50,2024-07,5000,54,0.0108,0.185185,0.15,0.285714,0.237593,12.83,1.659979,7.97,"{""DO_NOTHING"": 4946, ""ENTER_BUY"": 40, ""ENTER_SELL"": 14}","{""DO_NOTHING"": 4219, ""ENTER_BUY"": 358, ""ENTER_SELL"": 423}",True
rich_policy_medium,0.50,2024-08,5188,81,0.015613,0.320988,0.166667,1.0,0.378272,30.64,1.871445,26.31,"{""DO_NOTHING"": 5107, ""ENTER_BUY"": 66, ""ENTER_SELL"": 15}","{""DO_NOTHING"": 3684, ""ENTER_BUY"": 801, ""ENTER_SELL"": 703}",True
rich_policy_medium,0.50,2024-09,4613,37,0.008021,0.27027,1.0,0.181818,0.026216,0.97,1.049139,19.53,"{""DO_NOTHING"": 4576, ""ENTER_BUY"": 4, ""ENTER_SELL"": 33}","{""DO_NOTHING"": 3223, ""ENTER_BUY"": 785, ""ENTER_SELL"": 605}",True
rich_policy_medium,0.50,2024-10,5476,217,0.039627,0.271889,0.146067,0.359375,0.424194,92.05,2.240566,33.74,"{""DO_NOTHING"": 5259, ""ENTER_BUY"": 89, ""ENTER_SELL"": 128}","{""DO_NOTHING"": 4215, ""ENTER_BUY"": 427, ""ENTER_SELL"": 834}",False
rich_policy_medium,0.50,2024-11,4888,378,0.077332,0.359788,0.464567,0.145161,0.191534,72.4,1.333979,60.98,"{""DO_NOTHING"": 4510, ""ENTER_BUY"": 254, ""ENTER_SELL"": 124}","{""DO_NOTHING"": 2613, ""ENTER_BUY"": 1115, ""ENTER_SELL"": 1160}",False
rich_policy_medium,0.50,2024-12,4567,200,0.043792,0.2,0.180851,0.5,-0.1946,-38.92,0.698878,58.71,"{""DO_NOTHING"": 4367, ""ENTER_BUY"": 188, ""ENTER_SELL"": 12}","{""DO_NOTHING"": 2761, ""ENTER_BUY"": 914, ""ENTER_SELL"": 892}",False
rich_policy_medium,0.50,2025-01,4844,141,0.029108,0.191489,0.30137,0.073529,-0.314468,-44.34,0.5558,62.71,"{""DO_NOTHING"": 4703, ""ENTER_BUY"": 73, ""ENTER_SELL"": 68}","{""DO_NOTHING"": 2821, ""ENTER_BUY"": 928, ""ENTER_SELL"": 1095}",False
rich_policy_medium,0.50,2025-02,4612,193,0.041847,0.290155,0.239669,0.375,0.087461,16.88,1.150755,49.15,"{""DO_NOTHING"": 4419, ""ENTER_BUY"": 121, ""ENTER_SELL"": 72}","{""DO_NOTHING"": 2861, ""ENTER_BUY"": 905, ""ENTER_SELL"": 846}",False
rich_policy_medium,0.50,2025-03,4577,102,0.022285,0.401961,0.333333,0.566667,0.309412,31.56,1.573818,29.0,"{""DO_NOTHING"": 4475, ""ENTER_BUY"": 72, ""ENTER_SELL"": 30}","{""DO_NOTHING"": 2332, ""ENTER_BUY"": 1164, ""ENTER_SELL"": 1081}",False
rich_policy_medium,0.50,2025-04,5188,293,0.056476,0.430034,0.604317,0.272727,0.299044,87.62,1.527831,73.38,"{""DO_NOTHING"": 4895, ""ENTER_BUY"": 139, ""ENTER_SELL"": 154}","{""DO_NOTHING"": 2083, ""ENTER_BUY"": 1674, ""ENTER_SELL"": 1431}",False
rich_policy_medium,0.50,2025-05,5176,242,0.046754,0.293388,0.470588,0.164286,-0.093843,-22.71,0.863193,66.0,"{""DO_NOTHING"": 4934, ""ENTER_BUY"": 102, ""ENTER_SELL"": 140}","{""DO_NOTHING"": 2371, ""ENTER_BUY"": 1562, ""ENTER_SELL"": 1243}",False
rich_policy_medium,0.50,2025-06,4613,58,0.012573,0.155172,0.4375,0.047619,-0.502586,-29.15,0.392708,38.0,"{""DO_NOTHING"": 4555, ""ENTER_BUY"": 16, ""ENTER_SELL"": 42}","{""DO_NOTHING"": 2481, ""ENTER_BUY"": 1207, ""ENTER_SELL"": 925}",True
rich_policy_medium,0.50,2025-07,5235,201,0.038395,0.452736,0.567568,0.426829,0.414527,83.32,1.822102,21.67,"{""DO_NOTHING"": 5034, ""ENTER_BUY"": 37, ""ENTER_SELL"": 164}","{""DO_NOTHING"": 2834, ""ENTER_BUY"": 946, ""ENTER_SELL"": 1455}",False
rich_policy_medium,0.50,2025-08,4898,345,0.070437,0.33913,0.755556,0.276667,0.22171,76.49,1.399009,49.29,"{""DO_NOTHING"": 4553, ""ENTER_BUY"": 45, ""ENTER_SELL"": 300}","{""DO_NOTHING"": 2914, ""ENTER_BUY"": 974, ""ENTER_SELL"": 1010}",False
rich_policy_medium,0.50,2025-09,4901,178,0.036319,0.191011,0.12987,0.237624,-0.190449,-33.9,0.701374,72.42,"{""DO_NOTHING"": 4723, ""ENTER_BUY"": 77, ""ENTER_SELL"": 101}","{""DO_NOTHING"": 3081, ""ENTER_BUY"": 863, ""ENTER_SELL"": 957}",False
rich_policy_medium,0.50,2025-10,5429,193,0.03555,0.316062,0.764706,0.272727,0.321554,62.06,1.781514,38.42,"{""DO_NOTHING"": 5236, ""ENTER_BUY"": 17, ""ENTER_SELL"": 176}","{""DO_NOTHING"": 3455, ""ENTER_BUY"": 956, ""ENTER_SELL"": 1018}",False
rich_policy_medium,0.50,2025-11,4612,122,0.026453,0.57377,0.0,0.608696,0.875738,106.84,3.75219,13.0,"{""DO_NOTHING"": 4490, ""ENTER_BUY"": 7, ""ENTER_SELL"": 115}","{""DO_NOTHING"": 3314, ""ENTER_BUY"": 621, ""ENTER_SELL"": 677}",False
rich_policy_medium,0.50,2025-12,4596,48,0.010444,0.104167,0.0,0.138889,-0.115833,-5.56,0.809459,27.11,"{""DO_NOTHING"": 4548, ""ENTER_BUY"": 12, ""ENTER_SELL"": 36}","{""DO_NOTHING"": 3497, ""ENTER_BUY"": 616, ""ENTER_SELL"": 483}",True
rich_policy_medium,0.50,2026-01,4611,424,0.091954,0.372642,0.75,0.369048,0.144976,61.47,1.235517,80.0,"{""DO_NOTHING"": 4187, ""ENTER_BUY"": 4, ""ENTER_SELL"": 420}","{""DO_NOTHING"": 2888, ""ENTER_BUY"": 857, ""ENTER_SELL"": 866}",False
rich_policy_medium,0.50,2026-02,4539,152,0.033488,0.322368,0.028571,0.410256,0.536118,81.49,2.926933,17.73,"{""DO_NOTHING"": 4387, ""ENTER_BUY"": 35, ""ENTER_SELL"": 117}","{""DO_NOTHING"": 3177, ""ENTER_BUY"": 581, ""ENTER_SELL"": 781}",False
rich_policy_medium,0.50,2026-03,4866,190,0.039046,0.384211,0.333333,0.424528,0.205842,39.11,1.349196,31.89,"{""DO_NOTHING"": 4676, ""ENTER_BUY"": 84, ""ENTER_SELL"": 106}","{""DO_NOTHING"": 2382, ""ENTER_BUY"": 1060, ""ENTER_SELL"": 1424}",False
rich_policy_medium,0.50,2026-04,2294,113,0.049259,0.20354,,0.20354,-0.201062,-22.72,0.688767,53.89,"{""DO_NOTHING"": 2181, ""ENTER_SELL"": 113}","{""DO_NOTHING"": 1283, ""ENTER_BUY"": 692, ""ENTER_SELL"": 319}",False
rich_policy_strict,0.50,2024-01,4900,146,0.029796,0.184932,0.0,0.252336,-0.214452,-31.31,0.681777,41.15,"{""DO_NOTHING"": 4754, ""ENTER_BUY"": 39, ""ENTER_SELL"": 107}","{""DO_NOTHING"": 3222, ""ENTER_BUY"": 711, ""ENTER_SELL"": 967}",False
rich_policy_strict,0.50,2024-02,4900,11,0.002245,0.727273,0.727273,,1.770909,19.48,,0.0,"{""DO_NOTHING"": 4889, ""ENTER_BUY"": 11}","{""DO_NOTHING"": 3681, ""ENTER_BUY"": 652, ""ENTER_SELL"": 567}",True
rich_policy_strict,0.50,2024-03,4857,8,0.001647,0.0,,0.0,-1.0,-8.0,0.0,8.0,"{""DO_NOTHING"": 4849, ""ENTER_SELL"": 8}","{""DO_NOTHING"": 3713, ""ENTER_BUY"": 475, ""ENTER_SELL"": 669}",True
rich_policy_strict,0.50,2024-04,4901,100,0.020404,0.45,0.413043,0.875,0.9014,90.14,4.287381,10.6,"{""DO_NOTHING"": 4801, ""ENTER_BUY"": 92, ""ENTER_SELL"": 8}","{""DO_NOTHING"": 3419, ""ENTER_BUY"": 741, ""ENTER_SELL"": 741}",False
rich_policy_strict,0.50,2024-05,5476,6,0.001096,0.0,,0.0,-1.0,-6.0,0.0,6.0,"{""DO_NOTHING"": 5470, ""ENTER_SELL"": 6}","{""DO_NOTHING"": 4306, ""ENTER_BUY"": 677, ""ENTER_SELL"": 493}",True
rich_policy_strict,0.50,2024-06,4612,20,0.004337,0.35,0.166667,0.625,0.822,16.44,3.647343,3.0,"{""DO_NOTHING"": 4592, ""ENTER_BUY"": 12, ""ENTER_SELL"": 8}","{""DO_NOTHING"": 3394, ""ENTER_BUY"": 492, ""ENTER_SELL"": 726}",True
rich_policy_strict,0.50,2024-07,5000,6,0.0012,0.333333,0.333333,,1.816667,10.9,,0.0,"{""DO_NOTHING"": 4994, ""ENTER_BUY"": 6}","{""DO_NOTHING"": 4219, ""ENTER_BUY"": 358, ""ENTER_SELL"": 423}",True
rich_policy_strict,0.50,2024-08,5188,39,0.007517,0.0,0.0,,-0.743846,-29.01,0.03813,29.01,"{""DO_NOTHING"": 5149, ""ENTER_BUY"": 39}","{""DO_NOTHING"": 3684, ""ENTER_BUY"": 801, ""ENTER_SELL"": 703}",True
rich_policy_strict,0.50,2024-09,4613,6,0.001301,0.0,,0.0,-0.588333,-3.53,0.0,3.53,"{""DO_NOTHING"": 4607, ""ENTER_SELL"": 6}","{""DO_NOTHING"": 3223, ""ENTER_BUY"": 785, ""ENTER_SELL"": 605}",True
rich_policy_strict,0.50,2024-10,5476,66,0.012053,0.30303,0.25,0.5,0.6,39.6,3.11878,13.03,"{""DO_NOTHING"": 5410, ""ENTER_BUY"": 52, ""ENTER_SELL"": 14}","{""DO_NOTHING"": 4215, ""ENTER_BUY"": 427, ""ENTER_SELL"": 834}",True
rich_policy_strict,0.50,2024-11,4888,181,0.037029,0.320442,0.375,0.231884,0.017017,3.08,1.026614,31.65,"{""DO_NOTHING"": 4707, ""ENTER_BUY"": 112, ""ENTER_SELL"": 69}","{""DO_NOTHING"": 2613, ""ENTER_BUY"": 1115, ""ENTER_SELL"": 1160}",False
rich_policy_strict,0.50,2024-12,4567,93,0.020363,0.129032,0.117647,0.25,-0.351935,-32.73,0.471329,47.0,"{""DO_NOTHING"": 4474, ""ENTER_BUY"": 85, ""ENTER_SELL"": 8}","{""DO_NOTHING"": 2761, ""ENTER_BUY"": 914, ""ENTER_SELL"": 892}",True
rich_policy_strict,0.50,2025-01,4844,30,0.006193,0.1,0.130435,0.0,-0.342,-10.26,0.388558,13.35,"{""DO_NOTHING"": 4814, ""ENTER_BUY"": 23, ""ENTER_SELL"": 7}","{""DO_NOTHING"": 2821, ""ENTER_BUY"": 928, ""ENTER_SELL"": 1095}",True
rich_policy_strict,0.50,2025-02,4612,76,0.016479,0.394737,0.233333,0.5,0.362763,27.57,1.747154,20.81,"{""DO_NOTHING"": 4536, ""ENTER_BUY"": 30, ""ENTER_SELL"": 46}","{""DO_NOTHING"": 2861, ""ENTER_BUY"": 905, ""ENTER_SELL"": 846}",True
rich_policy_strict,0.50,2025-03,4577,26,0.005681,0.346154,0.346154,,0.248846,6.47,1.462143,11.0,"{""DO_NOTHING"": 4551, ""ENTER_BUY"": 26}","{""DO_NOTHING"": 2332, ""ENTER_BUY"": 1164, ""ENTER_SELL"": 1081}",True
rich_policy_strict,0.50,2025-04,5188,206,0.039707,0.504854,0.808511,0.25,0.527282,108.62,2.075446,44.38,"{""DO_NOTHING"": 4982, ""ENTER_BUY"": 94, ""ENTER_SELL"": 112}","{""DO_NOTHING"": 2083, ""ENTER_BUY"": 1674, ""ENTER_SELL"": 1431}",False
rich_policy_strict,0.50,2025-05,5176,137,0.026468,0.313869,0.492063,0.162162,-0.058394,-8.0,0.914894,25.0,"{""DO_NOTHING"": 5039, ""ENTER_BUY"": 63, ""ENTER_SELL"": 74}","{""DO_NOTHING"": 2371, ""ENTER_BUY"": 1562, ""ENTER_SELL"": 1243}",False
rich_policy_strict,0.50,2025-06,4613,10,0.002168,0.6,0.6,,0.985,9.85,4.283333,2.0,"{""DO_NOTHING"": 4603, ""ENTER_BUY"": 10}","{""DO_NOTHING"": 2481, ""ENTER_BUY"": 1207, ""ENTER_SELL"": 925}",True
rich_policy_strict,0.50,2025-07,5235,89,0.017001,0.359551,0.636364,0.268657,0.205843,18.32,1.378904,20.0,"{""DO_NOTHING"": 5146, ""ENTER_BUY"": 22, ""ENTER_SELL"": 67}","{""DO_NOTHING"": 2834, ""ENTER_BUY"": 946, ""ENTER_SELL"": 1455}",True
rich_policy_strict,0.50,2025-08,4898,158,0.032258,0.35443,0.885714,0.203252,0.427342,67.52,1.924932,26.29,"{""DO_NOTHING"": 4740, ""ENTER_BUY"": 35, ""ENTER_SELL"": 123}","{""DO_NOTHING"": 2914, ""ENTER_BUY"": 974, ""ENTER_SELL"": 1010}",False
rich_policy_strict,0.50,2025-09,4901,81,0.016527,0.271605,0.30303,0.25,0.007778,0.63,1.0126,22.42,"{""DO_NOTHING"": 4820, ""ENTER_BUY"": 33, ""ENTER_SELL"": 48}","{""DO_NOTHING"": 3081, ""ENTER_BUY"": 863, ""ENTER_SELL"": 957}",True
rich_policy_strict,0.50,2025-10,5429,57,0.010499,0.0,,0.0,-0.328772,-18.74,0.414375,18.74,"{""DO_NOTHING"": 5372, ""ENTER_SELL"": 57}","{""DO_NOTHING"": 3455, ""ENTER_BUY"": 956, ""ENTER_SELL"": 1018}",True
rich_policy_strict,0.50,2025-11,4612,48,0.010408,0.770833,0.0,0.902439,1.516458,72.79,15.558,2.0,"{""DO_NOTHING"": 4564, ""ENTER_BUY"": 7, ""ENTER_SELL"": 41}","{""DO_NOTHING"": 3314, ""ENTER_BUY"": 621, ""ENTER_SELL"": 677}",True
rich_policy_strict,0.50,2025-12,4596,8,0.001741,0.125,,0.125,-0.0875,-0.7,0.86,3.0,"{""DO_NOTHING"": 4588, ""ENTER_SELL"": 8}","{""DO_NOTHING"": 3497, ""ENTER_BUY"": 616, ""ENTER_SELL"": 483}",True
rich_policy_strict,0.50,2026-01,4611,214,0.046411,0.345794,,0.345794,0.060421,12.93,1.093696,36.0,"{""DO_NOTHING"": 4397, ""ENTER_SELL"": 214}","{""DO_NOTHING"": 2888, ""ENTER_BUY"": 857, ""ENTER_SELL"": 866}",False
rich_policy_strict,0.50,2026-02,4539,47,0.010355,0.276596,0.0,0.928571,0.831277,39.07,10.992327,2.15,"{""DO_NOTHING"": 4492, ""ENTER_BUY"": 33, ""ENTER_SELL"": 14}","{""DO_NOTHING"": 3177, ""ENTER_BUY"": 581, ""ENTER_SELL"": 781}",True
rich_policy_strict,0.50,2026-03,4866,90,0.018496,0.544444,0.404762,0.666667,0.633333,57.0,2.390244,19.0,"{""DO_NOTHING"": 4776, ""ENTER_BUY"": 42, ""ENTER_SELL"": 48}","{""DO_NOTHING"": 2382, ""ENTER_BUY"": 1060, ""ENTER_SELL"": 1424}",True
rich_policy_strict,0.50,2026-04,2294,63,0.027463,0.015873,,0.015873,-0.701905,-44.22,0.118245,47.89,"{""DO_NOTHING"": 2231, ""ENTER_SELL"": 63}","{""DO_NOTHING"": 1283, ""ENTER_BUY"": 692, ""ENTER_SELL"": 319}",True
